Name of Institution,Street Address,City,ZIP Code,County,Georeference
Dime Community Bank,1055 Franklin Avenue,Garden City,11530,Nassau,POINT (-73.636052 40.730651)
Dime Community Bank,337 Main Street,Huntington,11743,Suffolk,POINT (-73.42953 40.870853)
Dime Community Bank,481 Montauk Highway,East Moriches,11940,Suffolk,POINT (-72.761577 40.804617)
Dime Community Bank,208 5th Ave,Brooklyn,11215,Kings,POINT (-73.980537 40.676295)
Dime Community Bank,15 Long Island Ave,Sag Harbor,11963,Suffolk,POINT (-72.296312 41.002124)
Dime Community Bank,281 Broadway,Brooklyn,11211,Kings,POINT (-73.958551 40.708631)
Dime Community Bank,414 Main Street,Port Jefferson,11777,Suffolk,POINT (-73.066906 40.943455)
Dime Community Bank,209 West Main St,Riverhead,11901,Suffolk,POINT (-72.665878 40.917242)
Dime Community Bank,35-02 Broadway Ave,Astoria,11106,Suffolk,
Dime Community Bank,34 EAST 51ST STREET,NEW YORK,10022,Kings,POINT (-73.974305 40.758133)
Dime Community Bank,98 CUTTER MILL RD,GREAT NECK PLAZA,11021,Nassau,POINT (-73.73288 40.783638)
Dime Community Bank,60 East 42nd Street Suite 1110,Manhattan,10165,Kings,
Dime Community Bank,10900 Main Road,Mattituck,11952,Suffolk,POINT (-72.536887 40.986317)
Dime Community Bank,622 Old Country Road,Westbury,11590,Nassau,POINT (-73.574515 40.750469)
Dime Community Bank,1000 Port Washington Boulevard,Port Washington,11050,Nassau,POINT (-73.684059 40.830319)
ESL Federal Credit Union,2560 Monroe Avenue,Rochester,14618,Monroe,POINT (-77.553209 43.116089)
ESL Federal Credit Union,745 Long Pond Road,Rochester,14612,Monroe,POINT (-77.696517 43.24803)
ESL Federal Credit Union,50 Spencerport Road,Gates,14606,Monroe,POINT (-77.694604 43.16633)
ESL Federal Credit Union,145 West Main Street,Honeoye Falls,14472,Monroe,POINT (-77.602485 42.949179)
ESL Federal Credit Union,3508 Mt. Read Boulevard,Rochester,14616,Monroe,POINT (-77.659029 43.222579)
ESL Federal Credit Union,215 Merchants Road,Rochester,14609,Monroe,POINT (-77.547998 43.159811)
ESL Federal Credit Union,11 State Street,Pittsford,14534,Monroe,POINT (-77.514282 43.090487)
ESL Federal Credit Union,271 Greece Ridge Center Drive,Rochester,14626,Monroe,POINT (-77.691472 43.207634)
ESL Federal Credit Union,229 East Avenue,Hilton,14468,Monroe,POINT (-77.786208 43.289989)
ESL Federal Credit Union,250 West Main Street,Victor,14564,Ontario,POINT (-77.417381 42.98618)
ESL Federal Credit Union,6670 FOURTH SECTION ROAD,BROCKPORT,14420,Monroe,POINT (-77.949569 43.198362)
ESL Federal Credit Union,550 Moseley Road,Perinton,14450,Monroe,POINT (-77.442289 43.071992)
ESL Federal Credit Union,1854 Empire Boulevard,Webster,14580,Monroe,POINT (-77.503561 43.190539)
ESL Federal Credit Union,4 Hinchey Road,Gates,14624,Monroe,POINT (-77.671997 43.138523)
ESL Federal Credit Union,3892 Scottsville Road,Scottsville,14546,Monroe,POINT (-77.742614 43.029114)
ESL Federal Credit Union,2550 East Henrietta Road,Rochester,14623,Monroe,POINT (-77.607532 43.069711)
ESL Federal Credit Union,4440 Dewey Avenue,Rochester,14616,Monroe,POINT (-77.646783 43.252639)
ESL Federal Credit Union,45 South Main Street,Churchville,14428,Monroe,POINT (-77.884681 43.101433)
ESL Federal Credit Union,2255 East Ridge Road,Rochester,14622,Monroe,POINT (-77.557958 43.204197)
ESL Federal Credit Union,1658 Lake Road,Hamlin,14464,Monroe,POINT (-77.920833 43.297032)
ESL Federal Credit Union,41 Nichols Street,Spencerport,14559,Monroe,POINT (-77.8056 43.182034)
ESL Federal Credit Union,1610 Penfield Road,Penfield,14625,Monroe,POINT (-77.495514 43.134732)
ESL Federal Credit Union,225 Chestnut Street,Rochester,14604,Monroe,POINT (-77.602708 43.15264)
ESL Federal Credit Union,1503 Canandaigua Road,Macedon,14502,Wayne,POINT (-77.319848 43.063274)
ESL Federal Credit Union,3270 Canandaigua Road,Macedon,14502,Wayne,POINT (-77.320952 43.122516)
ESL Federal Credit Union,1100 Corporate Drive,Farmington,14425,Ontario,POINT (-77.357444 42.9834)
ESL Federal Credit Union,4214 Veterans Memorial Drive,Batavia,14020,Genesee,POINT (-78.204916 43.01537)
ESL Federal Credit Union,4175 Recreation Drive,Canandaigua,14424,Ontario,POINT (-77.241358 42.877853)
ESL Federal Credit Union,140 South Main Street,Newark,14513,Wayne,POINT (-77.095251 43.04609)
ESL Federal Credit Union,22 Ryan Drive,Geneseo,14454,Livingston,POINT (-77.786973 42.800396)
ESL Federal Credit Union,238 East Main Street,Avon,14414,Livingston,POINT (-77.736523 42.910536)
ESL Federal Credit Union,6301 Ontario Center Road,Ontario,14519,Wayne,POINT (-77.306175 43.227164)
ESL Federal Credit Union,1881 MONROE AVENUE,ROCHESTER,14618,Monroe,POINT (-77.565445 43.127204)
ESL Federal Credit Union,1271 FAIRPORT ROAD,FAIRPORT,14450,Monroe,POINT (-77.463181 43.101728)
ESL Federal Credit Union,2256 Hudson Ave,Rochester,14617,Monroe,POINT (-77.600885 43.209493)
ESL Federal Credit Union,250 Lake Ave,Rochester,14608,Monroe,POINT (-77.626639 43.169133)
ESL Federal Credit Union,32 School Street,Victor,14564,Ontario,POINT (-77.412482 42.982988)
ESL Federal Credit Union,100 Canal View Boulevard,Rochester,14623,Monroe,POINT (-77.586039 43.095885)
ESL Federal Credit Union,1055 Ridge Road,Webster,14580,Monroe,POINT (-77.45239 43.209817)
ESL Federal Credit Union,3169 Chili Avenue,Rochester,14624,Monroe,POINT (-77.746065 43.10719)
ESL Federal Credit Union,2480 Ridgeway Avenue,Rochester,14626,Monroe,POINT (-77.697764 43.187736)
ESL Federal Credit Union,200 Cobblestone Court Drive,Victor,14564,Ontario,POINT (-77.439654 43.032647)
ESL Federal Credit Union,518 East Ridge Road,Rochester,14621,Monroe,POINT (-77.604279 43.195488)
ESL Federal Credit Union,2059 Fairport,Penfield,14526,Monroe,
ESL Federal Credit Union,1490 Lake Avenue,Rochester,14615,Monroe,POINT (-77.629001 43.193835)
East West Bank,38-05 Union Street,Flushing,11354,Queens,POINT (-73.827053 40.761459)
East West Bank,1322-1328 Avenue U,Brooklyn,11229,Kings,POINT (-73.957536 40.598719)
East West Bank,77 Bowery,New York,10002,New York,POINT (-73.995763 40.716769)
East West Bank,5801 8th Avenue,Brooklyn,11220,Kings,POINT (-74.00846 40.636548)
East West Bank,208 Canal Street,New York,10013,New York,POINT (-73.998715 40.717162)
East West Bank,135-11 ROOSEVELT AVENUE,FLUSHING,11354,Queens,POINT (-73.831494 40.759101)
"Eastbank, NA",183 Centre Street,New York,10013,New York,POINT (-73.99958 40.71849)
"Eastbank, NA",136-81 Roosevelt Avenue,Flushing,11354,Queens,POINT (-73.827173 40.760304)
Educational and Governmental Federal CU,333 North Central Avenue,Hartsdale,10630,Westchester,
Elmira Savings & Loan FA,200 E. Buffalo Street,Ithaca,14850,Tompkins,POINT (-76.496701 42.441383)
"Elmira Savings Bank, FSB",2149 Grand Central Avenue,Horseheads,14845,Chemung,POINT (-76.821467 42.156048)
"Elmira Savings Bank, FSB",Route 17 & Chambers Road,Big Flats,14814,Chemung,
"Elmira Savings Bank, FSB",930 West Church Street,Elmira,14905,Chemung,POINT (-76.831937 42.082865)
"Elmira Savings Bank, FSB",333 East Water Street,Elmira,14901,Chemung,POINT (-76.801456 42.08833)
"Elmira Savings Bank, FSB",602 W. State Street,Ithaca,14850,Tompkins,POINT (-76.508588 42.43924)
"Elmira Savings Bank, FSB",971 Country Road 64,Elmira,14903,Chemung,POINT (-76.869148 42.155235)
"Elmira Savings Bank, FSB",702 South Meadow Street,Ithaca,14850,Tompkins,POINT (-76.50801 42.431892)
"Elmira Savings Bank, FSB",2300 North Triphammer Road,Ithaca,14830,Tompkins,POINT (-76.484793 42.482421)
"Elmira Savings Bank, FSB",142 MAIN STREET,MORAVIA,13118,Cayuga,POINT (-76.421562 42.712522)
"Elmira Savings Bank, FSB",712 North Franklin Street,Watkins Glen,14891,Schuyler,POINT (-76.872173 42.378178)
"Elmira Savings Bank, FSB",404 South Hamilton Street,Painted Post,14870,Steuben,POINT (-77.110606 42.14643)
"Elmira Savings Bank, FSB",1136 Pennsylvania Avenue,Elmira,14904,Chemung,POINT (-76.818108 42.056085)
"Elmira Savings Bank, FSB","19 East Market Street, Suite 101",Corning,14830,Steuben,POINT (-77.053673 42.143256)
Emigrant Savings Bank - Manhattan,5 EAST 42ND STREET,NEW YORK,10017,New York,POINT (-73.980059 40.753139)
Emigrant Savings Bank-Bronx/Westchester,13 Croton Avenue,Ossining,10562,Westchester,POINT (-73.861174 41.163123)
Empire Federal Credit Union,4873 N. Jefferson Street,Pulaski,13142,Oswego,POINT (-76.127016 43.567538)
Empire Federal Credit Union,4989 Bear Road,N. Syracuse,13212,Onondaga,
Empire Federal Credit Union,344 S. Warren Street.,Syracuse,13202,Onondaga,POINT (-76.150778 43.047924)
Empire Federal Credit Union,4031 Route 31,Liverpool,13090,Onondaga,POINT (-76.23466 43.185501)
Empire Federal Credit Union,97-99 W. Bridge Street,Oswego,13126,Oswego,POINT (-76.51798 43.454539)
Empire Federal Credit Union,2307 Brewerton Road,Mattydale,13211,Onondaga,POINT (-76.145549 43.099484)
Empire Federal Credit Union,6868 Manlius Center Rd,E. Syracuse,13057,Onondaga,POINT (-76.042116 43.062695)
Empire Federal Credit Union,250 S. Clinton Street,Syracuse,13202,Onondaga,POINT (-76.153563 43.049154)
Empire Federal Credit Union,2828 McLane Drive,Baldwinsville,13027,Oswego,POINT (-76.31233 43.181079)
Empire Federal Credit Union,5717 Enterprise Drive,E. Syracuse,13057,Onondaga,POINT (-76.061352 43.053731)
Empire Federal Credit Union,759 State Fair Blvd.,Syracuse,13209,Onondaga,POINT (-76.23732 43.086699)
Empire Federal Credit Union,2783 NY Rt. 31,Weedsport,13166,Cayuga,POINT (-76.556473 43.055679)
Empire Federal Credit Union,6 Elm Street,Tully,13159,Onondaga,POINT (-76.109909 42.798059)
Empire Federal Credit Union,85 Collamer Crossing,E. Syracuse,13057,Onondaga,POINT (-76.049375 43.102262)
Empire Federal Credit Union,800 State Street,Syracuse,13202,Onondaga,POINT (-76.147526 43.044111)
Empire Federal Credit Union,"3328 W. Genesee Street, Suite U.",Syracuse,13219,Onondaga,POINT (-76.227009 43.048473)
Empire Federal Credit Union,5404 Bay Road,N. Syracuse,13212,Onondaga,POINT (-76.143634 43.115985)
Empire Federal Credit Union,441 S. Salina St.,Syracuse,13202,Onondaga,POINT (-76.152249 43.046042)
Empire Federal Credit Union,31 E. Genesee Street,Baldwinsville,13027,Oswego,POINT (-76.328993 43.158951)
Empire Federal Credit Union,433 County Rt. 3,Fulton,13069,Oswego,POINT (-76.464767 43.326658)
Empire Federal Credit Union,100 N. Salina Street,Syracuse,13202,Onondaga,POINT (-76.152173 43.051056)
Empire Federal Credit Union,5933 South Salina Street,Syracuse,13205,Onondaga,POINT (-76.143375 42.984311)
Empire Federal Credit Union,6360 Thompson Rd.,East Syracuse,13057,Onondaga,POINT (-76.089136 43.078552)
"Empire State Bank, N.A.",68 North Plank Road,Newburgh,12550,Orange,POINT (-74.031333 41.52424)
"Empire State Bank, N.A.",8701 Third Avenue,Brooklyn,11209,Kings,POINT (-74.031413 40.622613)
"Empire State Bank, N.A.",6923 18TH AVE.,BROOKLYN,11204,Kings,POINT (-73.992983 40.616366)
"Empire State Bank, N.A.",2047 VICTORY BLVD.,STATEN ISLAND,10314,Richmond,POINT (-74.131689 40.612483)
"Empire State Bank, N.A.","1441 South Avenue, Suite 101",Staten Island,10314,Richmond,POINT (-74.182839 40.603777)
"Empire State Bank, N.A.",1698 Victory Blvd.,Staten Island,10314,Richmond,POINT (-74.120655 40.613226)
"Empire State Bank, N.A.",2212 Hylan Boulevard,Staten Island,10306,Richmond,POINT (-74.1035 40.576699)
Empower Federal Credit Union,760 Harry L. Drive,Johnson City,13790,Broome,POINT (-75.979324 42.122534)
Empower Federal Credit Union,3056 East Avenue,Central Square,13036,Sullivan,POINT (-76.131561 43.287337)
Empower Federal Credit Union,900 Kinne St,East Syracuse,13057,Onondaga,POINT (-76.077356 43.075709)
Empower Federal Credit Union,278 Genesee Street,Chittenango,13037,Madison,POINT (-75.866274 43.046404)
Empower Federal Credit Union,67 Robinson Street,Binghamton,13901,Broome,POINT (-75.897057 42.107077)
Empower Federal Credit Union,351 North Main Street,Elmira,14901,Chemung,POINT (-76.808776 42.090829)
Empower Federal Credit Union,722 West Broadway,Fulton,13069,Oswego,POINT (-76.432384 43.316398)
Empower Federal Credit Union,5791 Route 31,Cicero,13039,Onondaga,
Empower Federal Credit Union,519 HOOPER ROAD SUITE 7,ENDWELL,13760,Broome,POINT (-76.018523 42.118149)
Empower Federal Credit Union,3700 West Genesee Street,Syracuse,13219,Onondaga,POINT (-76.239239 43.046876)
Empower Federal Credit Union,963 State Fair Boulevard,Syracuse,13209,Onondaga,POINT (-76.247237 43.098668)
Empower Federal Credit Union,100 George Street,Oswego,13126,Sullivan,POINT (-76.485536 43.463457)
Empower Federal Credit Union,5112 West Taft Road,Liverpool,13088,Onondaga,POINT (-76.162785 43.121746)
Empower Federal Credit Union,65 State Street,Auburn,13021,Cayuga,POINT (-76.569314 42.932902)
Empower Federal Credit Union,15 EAST GENESEE STREET,BALDWINSVILLE,13027,Onondaga,POINT (-76.331572 43.158747)
Empower Federal Credit Union,2265 DOWNER STREET,BALDWINSVILLE,13027,Onondaga,
Empower Federal Credit Union,Auburn Towne Plaza,Auburn,13021,Cayuga,
Empower Federal Credit Union,501-505 SOUTH 2ND STREET,FULTON,13069,Sullivan,POINT (-76.408583 43.314827)
Empower Federal Credit Union,515 Erie Boulevard West,Syracuse,13204,Onondaga,POINT (-76.161956 43.049715)
Empower Federal Credit Union,520 South 2nd Street,Fulton,13069,Oswego,POINT (-76.407474 43.314108)
Empower Federal Credit Union,State Street,Phoenix,13135,Oswego,
Empower Federal Credit Union,7320 East Genesee Street,Fayetteville,13066,Onondaga,POINT (-76.017156 43.029244)
Empower Federal Credit Union,7670 MORGAN ROAD,LIVERPOOL,13090,Onondaga,POINT (-76.206811 43.141791)
Empower Federal Credit Union,3866 Rome Road,Pulaski,13124,Onondaga,POINT (-76.121499 43.559575)
Empower Federal Credit Union,2690 Walden Avenue,Cheektowaga,14225,Erie,POINT (-78.736128 42.90913)
Empower Federal Credit Union,1928 Genesee Street,Utica,13505,Oneida,POINT (-75.260955 43.086769)
Empower Federal Credit Union,121 Price Chopper Plaza,Palatine Bridge,13428,Montogomery,
Empower Federal Credit Union,120 Main Street,Binghamton,13905,Broome,POINT (-75.92686 42.101334)
Empower Federal Credit Union,3701 Vestal Parkway,Vestal,13850,Broome,POINT (-75.983456 42.096477)
Empower Federal Credit Union,8075 Oswego Road,Liverpool,13090,Onondaga,POINT (-76.233032 43.161774)
Entertainment Industries Federal Credit Union,550 Madison Avenue,New York,10022,New York,POINT (-73.973085 40.761289)
Evans Bank N.A.,4979 TRANSIT ROAD,DEPEW,14043,Erie,POINT (-78.696923 42.882996)
Evans Bank N.A.,8599 Erie Road,Angola,14006,Erie,POINT (-79.040706 42.65033)
Evans Bank N.A.,5999 South Park Avenue,Hamburg,14075,Erie,POINT (-78.825546 42.731024)
Evans Bank N.A.,5688 South Transit Rd,Lockport,14094,Erie,POINT (-78.696896 43.149182)
Evans Bank N.A.,5178 Main Street,Williamsville,14221,Erie,POINT (-78.759385 42.960447)
Evans Bank N.A.,6797 Pittsford-Palmyra Road,Fairport,14450,Monroe,POINT (-77.436885 43.068919)
Evans Bank N.A.,925 Elmwood Avenue,Buffalo,14222,Erie,POINT (-78.877014 42.922335)
Evans Bank N.A.,25 Main Street,Forestville,14062,Chautauqua,POINT (-79.177068 42.468511)
Evans Bank N.A.,8411 Main Street,Williamsville,14221,Erie,POINT (-78.680679 42.96496)
Evans Bank N.A.,6840 Erie Road,Derby,14047,Erie,POINT (-78.98025 42.701249)
Evans Bank N.A.,2163 Fairport Nine Mile Road,Fairport,14450,Monroe,POINT (-77.441314 43.126744)
Evans Bank N.A.,3388 Sheridan Drive,Amherst,14226,Erie,POINT (-78.809 42.980066)
Evans Bank N.A.,2800 Niagara Falls Boulevard,Tonawanda,14150,Erie,POINT (-78.822198 43.030663)
Evans Bank N.A.,2118 Hudson Avenue,Rochester,14617,Monroe,POINT (-77.600738 43.206442)
Evans Bank N.A.,2670 Delaware Avenue,Buffalo,14216,Erie,POINT (-78.869523 42.957196)
Evans Bank N.A.,45 South Main Street,Fairport,14450,Monroe,POINT (-77.441939 43.100192)
Evans Bank N.A.,938 Union Road,West Seneca,14224,Erie,POINT (-78.753396 42.826236)
Evans Bank N.A.,7204 Boston State Road,North Boston,14110,Erie,
Ever$Green Federal Credit Union,2215 East Henrietta Road,Rochester,14623,Monroe,POINT (-77.607125 43.072203)
Excelsior Federal Credit Union,24 Avis Drive,Latham,12110,Albany,POINT (-73.778489 42.747574)
Excelsior Federal Credit Union,11 Corporate Woods Blvd.,Albany,12211,Albany,POINT (-73.766197 42.684695)
Family First Federal Credit Union,2520 Browncroft Boulevard,Rochester,14625,Monroe,POINT (-77.504272 43.153665)
Family First Federal Credit Union,850 Ridge Road,Webster,14580,Monroe,POINT (-77.472487 43.205655)
Family First Federal Credit Union,1110 Long Pond Road,Rochester,14626,Monroe,POINT (-77.696813 43.222852)
Family First Federal Credit Union,1225 Jefferson Road,Rochester,14623,Monroe,POINT (-77.601425 43.087118)
Family First Federal Credit Union,375 Fairport Road,East Rochester,14445,Monroe,POINT (-77.486884 43.104271)
Finger Lakes Federal Credit Union,7116 County Road 132,Ovid,14521,Seneca,POINT (-76.861293 42.674592)
Finger Lakes Federal Credit Union,1934 Route 96,Phelps,14532,Ontario,POINT (-77.086387 42.962091)
Finger Lakes Federal Credit Union,27 Seneca Street,Geneva,14456,Ontario,POINT (-76.982722 42.866679)
Finger Lakes Federal Credit Union,70 South Main Street,Fairport,14450,Monroe,POINT (-77.441951 43.099632)
Finger Lakes Health Care Federal Credit Union,600 Roe Avenue,Elmira,14905,Chemung,POINT (-76.826745 42.099234)
First Central Savings Bank,37-28 Ditmars Boulevard,Astoria,11105,Queens,POINT (-73.907289 40.773721)
First Central Savings Bank,71-66 Austin Street,Forest Hills,11375,Queens,POINT (-73.842591 40.719337)
First Central Savings Bank,72-76 Main Street,Flushing,11367,Queens,POINT (-73.821032 40.724867)
First Central Savings Bank,70 Glen Street,Glen Cove,11542,Nassau,POINT (-73.629456 40.863855)
First Central Savings Bank,42-12 Bell Boulevard,Bayside,11361,Queens,POINT (-73.770383 40.762379)
First Central Savings Bank,58-02 Myrtle Avenue,Ridgewood,11385,Kings,POINT (-73.901368 40.700496)
First Central Savings Bank,19-19 Francis Lewis Boulevard,Whitestone,11357,Queens,POINT (-73.802844 40.780854)
First Central Savings Bank,35-01 30th Avenue,Astoria,11103,Queens,POINT (-73.91789 40.76526)
First Choice Financial FCU,3667 State Route 30,Broadalbin,12025,Fulton,
First Choice Financial FCU,Walmart Super Center,Gloversville,12078,Fulton,
First Choice Financial FCU,355 HALES MILLS RD,GLOVERSILLE,12078,Fulton,POINT (-74.343342 43.03512)
First Heritage Federal Credit Union,110 Village Square,Painted Post,14870,Steuben,POINT (-77.094127 42.1586)
First Heritage Federal Credit Union,202 Denison Pkwy E,Corning,14830,New York,POINT (-77.046401 42.141136)
First Heritage Federal Credit Union,501 Gardner Road,Horseheads,14845,Chemung,POINT (-76.839221 42.176211)
First Heritage Federal Credit Union,11 Steuben Street,Addison,14801,Steuben,POINT (-77.235545 42.104891)
First Heritage Federal Credit Union,1707 Cedar Street,Elmira,14904,Chemung,POINT (-76.791193 42.058878)
First Heritage Federal Credit Union,218 Prescott Avenue,Elmira Heights,14903,Chemung,POINT (-76.819487 42.128724)
"First National Bank of Dryden, The",12 South Main Street,Homer,13077,Cortland,POINT (-76.178595 42.63636)
"First National Bank of Dryden, The",853 State Route 13,Cortland,13045,Cortland,POINT (-76.218637 42.571729)
"First National Bank of Dryden, The",120 North Street,Dryden,13053,Tompkins,POINT (-76.298138 42.499212)
"First National Bank of Dryden, The",7 West Main Street,Dryden,13053,Tompkins,POINT (-76.298148 42.49055)
